measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
237060,113047,mea,1,,diameter,49.19,,
237061,113048,mea,1,,width,13.61,,
237062,113048,mea,1,,diameter,62.52,,
237063,113049,mea,1,,width,19.02,,
237064,113049,mea,1,,diameter,62.38,,
237067,113051,mea,1,,width,10,,
237068,113051,mea,1,,diameter,49.88,,
237069,113052,mea,1,,width,15.63,,
237070,113052,mea,1,,diameter,51.32,,
237071,113053,mea,1,,width,12.89,,
237072,113053,mea,1,,diameter,66.73,,
237073,113054,mea,1,,width,13.49,,
237074,113054,mea,1,,diameter,74.67,,
237075,113055,mea,1,,width,14.7,,
237076,113055,mea,1,,diameter,52.46,,
237077,113056,mea,1,,width,12.1,,
237078,113056,mea,1,,diameter,53.62,,
237079,113057,mea,1,,width,19.42,,
237080,113057,mea,1,,diameter,68.76,,
237081,113058,mea,1,,width,10.84,,
237082,113058,mea,1,,diameter,56.86,,
237083,113059,mea,1,,width,22.3,,
237084,113059,mea,1,,diameter,58.86,,
237085,113060,mea,1,,width,16.87,,
237086,113060,mea,1,,diameter,50.48,,
237087,113061,mea,1,,width,17.6,,
237088,113061,mea,1,,diameter,69.43,,
237089,113062,mea,1,,width,8.45,,
237090,113062,mea,1,,diameter,38.79,,
237091,113063,mea,1,,width,11.24,,
237092,113063,mea,1,,diameter,69.16,,
237093,113064,mea,1,,width,11.8,,
237094,113064,mea,1,,height,10.9,,
237095,113065,mea,1,,width,10.9,,
237096,113065,mea,1,,height,8.5,,
237097,113066,mea,1,,width,9.2,,
237098,113066,mea,1,,height,7,,
237099,113067,mea,1,,width,13.2,,
237100,113067,mea,1,,height,10.6,,
237101,113068,mea,1,,width,13.9,,
237102,113068,mea,1,,height,11.8,,
237103,113069,mea,1,,width,10.6,,
237104,113069,mea,1,,height,12,,
237105,113070,mea,1,,width,16.6,,
237106,113070,mea,1,,height,17.6,,
237107,113071,mea,1,,width,7.4,,
237108,113071,mea,1,,height,8,,
237109,113072,mea,1,,width,9.7,,
237110,113072,mea,1,,height,7.5,,
237111,113073,mea,1,,width,9.5,,
237112,113073,mea,1,,height,4.2,,
237113,113074,mea,1,,width,16.2,,
237114,113074,mea,1,,height,6.7,,
237115,113075,mea,1,,width,9.9,,
237116,113075,mea,1,,height,5,,
237117,113076,mea,1,,width,6.2,,
237118,113076,mea,1,,height,5.8,,
237119,113077,mea,1,,width,5.3,,
237120,113077,mea,1,,height,4.9,,
237121,113078,mea,1,,width,4.6,,
237122,113078,mea,1,,height,4.6,,
237123,113079,mea,1,,width,9.7,,
237124,113079,mea,1,,height,10.2,,
237125,113080,mea,1,,width,11.8,,
237126,113080,mea,1,,height,10,,
237127,113081,mea,1,,width,9.7,,
237128,113081,mea,1,,height,10.2,,
237129,113082,mea,1,,width,9.9,,
237130,113082,mea,1,,height,9.5,,
237131,113083,mea,1,,width,11.8,,
237132,113083,mea,1,,height,12,,
237133,113084,mea,1,,width,11.1,,
237134,113084,mea,1,,height,10.2,,
237135,113085,mea,1,,width,6.2,,
237136,113085,mea,1,,height,8.3,,
237137,113086,mea,1,,width,11.1,,
237138,113086,mea,1,,height,13.4,,
237139,113087,mea,1,,width,9.9,,
237140,113087,mea,1,,height,10.2,,
237141,113088,mea,1,,width,7.4,,
237142,113088,mea,1,,height,8.1,,
237143,113089,mea,1,,width,17.3,,
237144,113089,mea,1,,height,21.5,,
237145,113090,mea,1,,width,8.8,,
237146,113090,mea,1,,height,10.2,,
237147,113091,mea,1,,width,16.4,,
237148,113091,mea,1,,height,18.5,,
237149,113092,mea,1,,width,9.2,,
237150,113092,mea,1,,height,13.2,,
237151,113093,mea,1,,width,9,,
237152,113093,mea,1,,height,12,,
237153,113094,mea,1,,width,5.5,,
237154,113094,mea,1,,height,7.9,,
237155,113095,mea,1,,width,7.4,,
237156,113095,mea,1,,height,10.6,,
237157,113096,mea,1,,width,6.5,,
237158,113096,mea,1,,height,11.3,,
237159,113097,mea,1,,width,8.6,,
237160,113097,mea,1,,height,13.4,,
237161,113098,mea,1,,width,13.9,,
237162,113098,mea,1,,height,20.6,,
237163,113099,mea,1,,width,4.5,,
237164,113099,mea,1,,height,5.8,,
237165,113100,mea,1,,width,9.5,,
237166,113100,mea,1,,height,10.9,,
237167,113101,mea,1,,width,5.8,,
237168,113101,mea,1,,height,6.9,,
237169,113102,mea,1,,width,4.4,,
237170,113102,mea,1,,height,6.2,,
237171,113103,mea,1,,width,4.6,,
237172,113103,mea,1,,height,5.1,,
237173,113104,mea,1,,width,4.4,,
237174,113104,mea,1,,height,5.1,,
237175,113105,mea,1,,width,6.2,,
237176,113105,mea,1,,height,6.5,,
237177,113106,mea,1,,width,4.5,,
237178,113106,mea,1,,height,4.4,,
237179,113107,mea,1,,width,6.5,,
237180,113107,mea,1,,height,6.3,,
237181,113108,mea,1,,width,5.5,,
237182,113108,mea,1,,height,6,,
237183,113109,mea,1,,width,5.8,,
237184,113109,mea,1,,height,5.3,,
237185,113110,mea,1,,width,7.9,,
237186,113110,mea,1,,height,7.4,,
237187,113111,mea,1,,width,7.2,,
237188,113111,mea,1,,height,6.6,,
237189,113112,mea,1,,width,6.5,,
237190,113112,mea,1,,height,8.1,,
237191,113113,mea,1,,width,6.2,,
237192,113113,mea,1,,height,7.6,,
237193,113114,mea,1,,width,10.2,,
237194,113114,mea,1,,height,11.3,,
237195,113115,mea,1,,width,6,,
237196,113115,mea,1,,height,6,,
237197,113116,mea,1,,width,6.7,,
237198,113116,mea,1,,height,11.3,,
237199,113117,mea,1,,width,6.2,,
237200,113117,mea,1,,height,10.9,,
237201,113118,mea,1,,width,8.1,,
237202,113118,mea,1,,height,13.6,,
237203,113119,mea,1,,width,8.8,,
237204,113119,mea,1,,height,13.9,,
237205,113120,mea,1,,width,13.9,,
237206,113120,mea,1,,height,12,,
237207,113121,mea,1,,width,8.5,,
237208,113121,mea,1,,height,7.4,,
237209,113122,mea,1,,width,8.8,,
237210,113122,mea,1,,height,9.9,,
237211,113123,mea,1,,width,5.1,,
237212,113123,mea,1,,height,6.9,,
237213,113124,mea,1,,width,3,,
237214,113124,mea,1,,height,4,,
237215,113125,mea,1,,width,2.8,,
237216,113125,mea,1,,height,3.5,,
237217,113126,mea,1,,width,3.8,,
237218,113126,mea,1,,height,5.3,,
237219,113127,mea,1,,width,5.3,,
237220,113127,mea,1,,height,6.8,,
237221,113128,mea,1,,width,2.4,,
237222,113128,mea,1,,height,3.1,,
237223,113129,mea,1,,width,3.5,,
237224,113129,mea,1,,height,3.9,,
237225,113130,mea,1,,width,8.8,,
237226,113130,mea,1,,height,3.9,,
237227,113131,mea,1,,width,10.2,,
237228,113131,mea,1,,height,4.9,,
237229,113132,mea,1,,width,6.9,,
237230,113132,mea,1,,height,4.6,,
237231,113133,mea,1,,width,9.5,,
237232,113133,mea,1,,height,3.9,,
237233,113134,mea,1,,width,5.3,,
237234,113134,mea,1,,height,3.2,,
237235,113135,mea,1,,width,5.1,,
237236,113135,mea,1,,height,2.1,,
237237,113136,mea,1,,width,6.2,,
237238,113136,mea,1,,height,4.4,,
237239,113137,mea,1,,width,11.3,,
237240,113137,mea,1,,height,7.4,,
237241,113138,mea,1,,width,7.4,,
237242,113138,mea,1,,height,4.2,,
237243,113139,mea,1,,width,7.4,,
237244,113139,mea,1,,height,3.7,,
237245,113140,mea,1,,width,3.8,,
237246,113140,mea,1,,height,1.6,,
237247,113141,mea,1,,width,6.5,,
237248,113141,mea,1,,height,5.1,,
237249,113142,mea,1,,width,10.2,,
237250,113142,mea,1,,height,8.5,,
237251,113143,mea,1,,width,9.7,,
237252,113143,mea,1,,height,7.6,,
237253,113144,mea,1,,width,8.8,,
237254,113144,mea,1,,height,8.5,,
237255,113145,mea,1,,width,9.7,,
237256,113145,mea,1,,height,8.5,,
237257,113146,mea,1,,width,8.8,,
237258,113146,mea,1,,height,7.7,,
237259,113147,mea,1,,width,10.4,,
237260,113147,mea,1,,height,7.9,,
237261,113148,mea,1,,width,8.8,,
237262,113148,mea,1,,height,7.4,,
237263,113149,mea,1,,width,7.6,,
237264,113149,mea,1,,height,8.8,,
237265,113150,mea,1,,width,8.1,,
237266,113150,mea,1,,height,8.5,,
237267,113151,mea,1,,width,7.4,,
237268,113151,mea,1,,height,6.2,,
237269,113152,mea,1,,width,7.9,,
237270,113152,mea,1,,height,6.7,,
237271,113153,mea,1,,width,10.4,,
237272,113153,mea,1,,height,15,,
237273,113154,mea,1,,width,2.5,,
237274,113154,mea,1,,height,2.8,,
237275,113155,mea,1,,width,16.9,,
237276,113155,mea,1,,height,19.4,,
237277,113156,mea,1,,width,19.2,,
237278,113156,mea,1,,height,20.6,,
237279,113157,mea,1,,width,20.1,,
237280,113157,mea,1,,height,18.9,,
237281,113158,mea,1,,width,14.8,,
237282,113158,mea,1,,height,16.4,,
237283,113159,mea,1,,width,17.8,,
237284,113159,mea,1,,height,18.2,,
237285,113160,mea,1,,width,4.6,,
237286,113160,mea,1,,height,5.3,,
237287,113161,mea,1,,width,12.2,,
237288,113161,mea,1,,height,12.9,,
237289,113162,mea,1,,width,9.5,,
237290,113162,mea,1,,height,9.7,,
237291,113163,mea,1,,width,4.7,,
237292,113163,mea,1,,height,4.5,,
237293,113164,mea,1,,width,10.4,,
237294,113164,mea,1,,height,13.4,,
237295,113165,mea,1,,width,5.1,,
237296,113165,mea,1,,height,6,,
237297,113166,mea,1,,width,8.1,,
237298,113166,mea,1,,height,7.2,,
237299,113167,mea,1,,width,10.2,,
237300,113167,mea,1,,height,5.5,,
237301,113168,mea,1,,width,6.7,,
237302,113168,mea,1,,height,4.2,,
237303,113169,mea,1,,width,7.4,,
237304,113169,mea,1,,height,7.9,,
237305,113170,mea,1,,width,8.5,,
237306,113170,mea,1,,height,9,,
237307,113171,mea,1,,width,10.5,,
237308,113171,mea,1,,height,9,,
237309,113172,mea,1,,width,18.8,,
237310,113172,mea,1,,height,17,,
237311,113173,mea,1,,width,19.5,,
237312,113173,mea,1,,height,18,,
237313,113174,mea,1,,width,10.4,,
237314,113174,mea,1,,height,9.5,,
237315,113175,mea,1,,width,21.2,,
237316,113175,mea,1,,height,21.5,,
237317,113176,mea,1,,width,20.5,,
237318,113176,mea,1,,height,22.5,,
237319,113177,mea,1,,width,4.8,,
237320,113177,mea,1,,height,4.8,,
237321,113178,mea,1,,width,6.5,,
237322,113178,mea,1,,height,5.9,,
237323,113179,mea,1,,width,5.7,,
237324,113179,mea,1,,height,4.8,,
237325,113180,mea,1,,width,15.3,,
237326,113180,mea,1,,height,12.5,,
237327,113181,mea,1,,width,15.3,,
237328,113181,mea,1,,height,17.2,,
237329,113182,mea,1,,width,14,,
237330,113182,mea,1,,height,16.3,,
237331,113183,mea,1,,width,14.2,,
237332,113183,mea,1,,height,18.1,,
237333,113184,mea,1,,width,6.1,,
237334,113184,mea,1,,height,6.8,,
237335,113185,mea,1,,width,10.9,,
237336,113185,mea,1,,height,11.6,,
237337,113186,mea,1,,width,19.8,,
237338,113186,mea,1,,height,17.4,,
237339,113187,mea,1,,width,13.1,,
237340,113187,mea,1,,height,13.9,,
237341,113188,mea,1,,width,13.6,,
237342,113188,mea,1,,height,10.5,,
237343,113189,mea,1,,width,7,,
237344,113189,mea,1,,height,6.1,,
237345,113190,mea,1,,width,6.1,,
237346,113190,mea,1,,height,5.5,,
237347,113191,mea,1,,width,9.1,,
237348,113191,mea,1,,height,7.9,,
237349,113192,mea,1,,width,5.7,,
237350,113192,mea,1,,height,5,,
237351,113193,mea,1,,width,8,,
237352,113193,mea,1,,height,7.4,,
237353,113194,mea,1,,width,10,,
237354,113194,mea,1,,height,10.7,,
237355,113195,mea,1,,width,9.6,,
237356,113195,mea,1,,height,9.8,,
237357,113196,mea,1,,width,6.7,,
237358,113196,mea,1,,height,7.8,,
237359,113197,mea,1,,width,10.5,,
237360,113197,mea,1,,height,10.2,,
237361,113198,mea,1,,width,4.8,,
237362,113198,mea,1,,height,6.7,,
237363,113199,mea,1,,width,4.3,,
237364,113199,mea,1,,height,5,,
237365,113200,mea,1,,width,3.9,,
237366,113200,mea,1,,height,4.8,,
237367,113201,mea,1,,width,3.5,,
237368,113201,mea,1,,height,5.2,,
237369,113202,mea,1,,width,8.3,,
237370,113202,mea,1,,height,8.7,,
237371,113203,mea,1,,width,8.7,,
237372,113203,mea,1,,height,8.9,,
237373,113204,mea,1,,width,7.6,,
237374,113204,mea,1,,height,7.4,,
237375,113205,mea,1,,width,6.7,,
237376,113205,mea,1,,height,8.7,,
237377,113206,mea,1,,width,15.1,,
237378,113206,mea,1,,height,17.4,,
237379,113207,mea,1,,width,10.2,,
237380,113207,mea,1,,height,10.2,,
237381,113208,mea,1,,width,8.3,,
237382,113208,mea,1,,height,8.9,,
237383,113209,mea,1,,width,6.8,,
237384,113209,mea,1,,height,6.7,,
237385,113210,mea,1,,width,4.8,,
237386,113210,mea,1,,height,5.7,,
237387,113211,mea,1,,width,4.1,,
237388,113211,mea,1,,height,6.3,,
237389,113212,mea,1,,width,3.9,,
237390,113212,mea,1,,height,6.5,,
237391,113213,mea,1,,width,4,,
237392,113213,mea,1,,height,5.5,,
237393,113214,mea,1,,width,8.2,,
237394,113214,mea,1,,height,7.4,,
237395,113215,mea,1,,width,8.3,,
237396,113215,mea,1,,height,7.9,,
237397,113216,mea,1,,width,8.3,,
237398,113216,mea,1,,height,7.8,,
237399,113217,mea,1,,width,5.7,,
237400,113217,mea,1,,height,6.3,,
237401,113218,mea,1,,width,4.6,,
237402,113218,mea,1,,height,5.2,,
237403,113219,mea,1,,width,6.7,,
237404,113219,mea,1,,height,6.9,,
237405,113220,mea,1,,width,7.4,,
237406,113220,mea,1,,height,7.8,,
237407,113221,mea,1,,width,7.6,,
237408,113221,mea,1,,height,7.4,,
237409,113222,mea,1,,width,6.1,,
237410,113222,mea,1,,height,6.7,,
237411,113223,mea,1,,width,5,,
237412,113223,mea,1,,height,5.2,,
237413,113224,mea,1,,width,6.3,,
237414,113224,mea,1,,height,7,,
237415,113225,mea,1,,width,5.9,,
237416,113225,mea,1,,height,6.1,,
237417,113226,mea,1,,width,8.3,,
237418,113226,mea,1,,height,8,,
237419,113227,mea,1,,width,7.2,,
237420,113227,mea,1,,height,7.7,,
237421,113228,mea,1,,width,5.9,,
237422,113228,mea,1,,height,6.8,,
237473,113263,mea,1,,width,14.59,,
237474,113263,mea,1,,diameter,51.35,,
237483,113268,mea,1,,width,17.97,,
237484,113268,mea,1,,diameter,71.55,,
237485,113269,mea,1,,width,14.04,,
237486,113269,mea,1,,diameter,48.9,,
237499,113276,mea,1,,width,6.05,,
237500,113276,mea,1,,diameter,15.38,,
237501,113277,mea,1,,width,13.08,,
237502,113277,mea,1,,diameter,52.98,,
237503,113278,mea,1,,width,14.89,,
237504,113278,mea,1,,diameter,75.4,,
237505,113279,mea,1,,width,12.39,,
237506,113279,mea,1,,diameter,55.63,,
237507,113280,mea,1,,width,15.8,,
237508,113280,mea,1,,diameter,67.8,,
237509,113281,mea,1,,width,15.64,,
237510,113281,mea,1,,diameter,67.33,,
237511,113282,mea,1,,width,5.78,,
237512,113282,mea,1,,diameter,21.65,,
237513,113283,mea,1,,width,17.35,,
237514,113283,mea,1,,diameter,56.97,,
237637,113345,mea,1,,width,5.13,,
237638,113345,mea,1,,diameter,26.48,,
237645,113349,mea,1,,width,12.55,,
237646,113349,mea,1,,diameter,55.03,,
237647,113350,mea,1,,width,11.85,,
237648,113350,mea,1,,diameter,42.35,,
237649,113351,mea,1,,width,13.47,,
237650,113351,mea,1,,diameter,52.08,,
237651,113352,mea,1,,width,8.88,,
237652,113352,mea,1,,diameter,52.39,,
237653,113353,mea,1,,width,7.39,,
237654,113353,mea,1,,diameter,32.53,,
237655,113354,mea,1,,width,23.02,,
237656,113354,mea,1,,diameter,107.52,,
237657,113355,mea,1,,width,11.34,,
237658,113355,mea,1,,diameter,56.35,,
237659,113356,mea,1,,width,4.38,,
237660,113356,mea,1,,diameter,21.61,,
237661,113357,mea,1,,width,7.76,,
237662,113357,mea,1,,diameter,34.85,,
237663,113358,mea,1,,width,9.48,,
237664,113358,mea,1,,diameter,38.88,,
237665,113359,mea,1,,width,8.88,,
237666,113359,mea,1,,diameter,43.62,,
237667,113360,mea,1,,width,18.94,,
237668,113360,mea,1,,diameter,82.43,,
237669,113361,mea,1,,width,7.69,,
237670,113361,mea,1,,diameter,32.26,,
237671,113362,mea,1,,width,8.26,,
237672,113362,mea,1,,diameter,49.21,,
237673,113363,mea,1,,width,5.98,,
237674,113363,mea,1,,diameter,29.07,,
237675,113364,mea,1,,width,16.41,,
237676,113364,mea,1,,diameter,59.3,,
237677,113365,mea,1,,width,16.22,,
237678,113365,mea,1,,diameter,70.22,,
237679,113366,mea,1,,width,33.04,,
237680,113366,mea,1,,diameter,105.22,,
237681,113367,mea,1,,width,12.26,,
237682,113367,mea,1,,diameter,44.84,,
237683,113368,mea,1,,width,10.55,,
237684,113368,mea,1,,diameter,25.89,,
237685,113369,mea,1,,width,19.96,,
237686,113369,mea,1,,diameter,79.29,,
237687,113370,mea,1,,width,44.63,,
237688,113370,mea,1,,diameter,132.99,,
237695,113374,mea,1,,width,36.74,,
237696,113374,mea,1,,diameter,73.41,,
237887,113492,mea,1,,width,15.12,,
237888,113492,mea,1,,diameter,37.53,,
237889,113493,mea,1,,width,10.11,,
237890,113493,mea,1,,diameter,35.17,,
237891,113494,mea,1,,width,33.14,,
237892,113494,mea,1,,diameter,101.11,,
237893,113495,mea,1,,width,27.34,,
237894,113495,mea,1,,diameter,89.91,,
237895,113496,mea,1,,width,8.79,,
237896,113496,mea,1,,diameter,21.64,,
237897,113497,mea,1,,width,20.02,,
237898,113497,mea,1,,diameter,65.26,,
237899,113498,mea,1,,width,19.91,,
237900,113498,mea,1,,diameter,109.24,,
238035,113566,mea,1,,width,6.58,,
238036,113566,mea,1,,diameter,30.91,,
238039,113568,mea,1,,width,9.95,,
238040,113568,mea,1,,diameter,41.71,,
238105,113601,mea,1,,width,2.48,,
238106,113601,mea,1,,diameter,12.35,,
238107,113602,mea,1,,width,41.67,,
238108,113602,mea,1,,diameter,127,,
238109,113603,mea,1,,width,9.81,,
238110,113603,mea,1,,diameter,37.05,,
238111,113604,mea,1,,width,55.04,,
238112,113604,mea,1,,diameter,137.63,,
238113,113605,mea,1,,width,11.84,,
238114,113605,mea,1,,diameter,19.87,,
238115,113606,mea,1,,width,17.97,,
238116,113606,mea,1,,diameter,26.94,,
238117,113607,mea,1,,width,18.84,,
238118,113607,mea,1,,diameter,67.02,,
238119,113608,mea,1,,width,10.71,,
238120,113608,mea,1,,diameter,63.72,,
238121,113609,mea,1,,width,6.54,,
238122,113609,mea,1,,diameter,18.72,,
238123,113610,mea,1,,width,5.6,,
238124,113610,mea,1,,diameter,13.7,,
238125,113611,mea,1,,width,7.12,,
238126,113611,mea,1,,diameter,19.92,,
238127,113612,mea,1,,width,10.97,,
238128,113612,mea,1,,diameter,34.69,,
238265,113735,mea,1,greatest,length,4,,
238266,113736,mea,1,greatest,length,4.6,,
238267,113737,mea,1,greatest,length,3.7,,
238268,113738,mea,1,greatest,length,4.7,,
238269,113739,mea,1,greatest,length,2.5,,
238270,113740,mea,1,greatest,length,3.3,,
238271,113741,mea,1,greatest,length,3.2,,
238272,113742,mea,1,greatest,length,3.8,,
238273,113743,mea,1,,width,1.4,,
238274,113743,mea,1,greatest,length,3.5,,
238275,113744,mea,1,greatest,length,4,,
238276,113745,mea,1,greatest,length,2.6,,
238277,113746,mea,1,greatest,length,3.2,,
238278,113747,mea,1,greatest,length,2.1,,
238279,113748,mea,1,greatest,length,2.7,,
238280,113749,mea,1,greatest,length,2.2,,
238281,113750,mea,1,greatest,length,2.5,,
238284,113753,mea,1,greatest,length,3.1,,
238285,113754,mea,1,greatest,length,3.7,,
238286,113755,mea,1,greatest,length,3.3,,
238287,113756,mea,1,greatest,length,4,,
238288,113757,mea,1,greatest,length,3.2,,
238289,113758,mea,1,greatest,length,4,,
238359,113797,mea,1,,width,6,,
238360,113797,mea,1,greatest,length,19,,
238361,113798,mea,1,,width,5.3,,
238362,113798,mea,1,greatest,length,13,,
238363,113799,mea,1,,width,1.1,,
238364,113799,mea,1,,height,3.5,,
238365,113800,mea,1,,width,0.9,,
238366,113800,mea,1,,height,1.2,,
238436,113848,mea,1,,width,10,,
238437,113848,mea,1,,height,8,,
238438,113849,mea,1,,width,5.5,,
238439,113849,mea,1,,height,5.5,,
238440,113850,mea,1,,width,12.8,,
238441,113850,mea,1,,height,12.9,,
238442,113851,mea,1,,width,11.4,,
238443,113851,mea,1,,height,12.2,,
238444,113852,mea,1,,width,10.6,,
238445,113852,mea,1,,height,10.2,,
238446,113853,mea,1,,width,7.9,,
238447,113853,mea,1,,height,8.2,,
238448,113854,mea,1,,width,7.7,,
238449,113854,mea,1,,height,6.8,,
238450,113855,mea,1,,width,17.7,,
238451,113855,mea,1,,height,18.5,,
238452,113856,mea,1,,width,9.3,,
238453,113856,mea,1,,height,10.2,,
238454,113857,mea,1,,width,7.1,,
238455,113857,mea,1,,height,8.4,,
238456,113858,mea,1,,width,6.9,,
238457,113858,mea,1,,height,8.7,,
238458,113859,mea,1,,width,7.8,,
238459,113859,mea,1,,height,10,,
238460,113860,mea,1,,width,7.7,,
238461,113860,mea,1,,height,8.7,,
238462,113861,mea,1,,width,6.8,,
238463,113861,mea,1,,height,7.7,,
238464,113862,mea,1,,width,7.5,,
238465,113862,mea,1,,height,7.5,,
238466,113863,mea,1,,width,6.2,,
238467,113863,mea,1,,height,6.2,,
238468,113864,mea,1,,width,6.6,,
238469,113864,mea,1,,height,7.5,,
238470,113865,mea,1,,width,8.4,,
238471,113865,mea,1,,height,7.5,,
238472,113866,mea,1,,width,7.2,,
238473,113866,mea,1,,height,8.4,,
238474,113867,mea,1,,width,4.8,,
238475,113867,mea,1,,height,4.8,,
238476,113868,mea,1,,width,9.5,,
238477,113868,mea,1,,height,16,,
238478,113869,mea,1,,width,12.8,,
238479,113869,mea,1,,height,19.4,,
238480,113870,mea,1,,width,8.9,,
238481,113870,mea,1,,height,13,,
238482,113871,mea,1,,width,4.6,,
238483,113871,mea,1,,height,6.2,,
238484,113872,mea,1,,width,3.9,,
238485,113872,mea,1,,height,8.2,,
238486,113873,mea,1,,width,4.1,,
238487,113873,mea,1,,height,7.1,,
238488,113874,mea,1,,width,3.7,,
238489,113874,mea,1,,height,7.5,,
238490,113875,mea,1,,width,6.4,,
238491,113875,mea,1,,height,13.9,,
238492,113876,mea,1,,width,7.5,,
238493,113876,mea,1,,height,13,,
238494,113877,mea,1,,width,5.5,,
238495,113877,mea,1,,height,9.5,,
238496,113878,mea,1,,width,5.2,,
238497,113878,mea,1,,height,7.5,,
238498,113879,mea,1,,width,4.1,,
238499,113879,mea,1,,height,6.4,,
238500,113880,mea,1,,width,4.1,,
238501,113880,mea,1,,height,6.8,,
238502,113881,mea,1,,width,8,,
238503,113881,mea,1,,height,13.2,,
238504,113882,mea,1,,width,8.9,,
238505,113882,mea,1,,height,14.5,,
238506,113883,mea,1,,width,6.2,,
238507,113883,mea,1,,height,9.1,,
238508,113884,mea,1,,width,6.5,,
238509,113884,mea,1,,height,9.8,,
238510,113885,mea,1,,width,5.6,,
238511,113885,mea,1,,height,10.5,,
238512,113886,mea,1,,width,5.3,,
238513,113886,mea,1,,height,8.3,,
238514,113887,mea,1,,width,3.3,,
238515,113887,mea,1,,height,5.3,,
238516,113888,mea,1,,width,9.1,,
238517,113888,mea,1,,height,13.3,,
238518,113889,mea,1,,width,12,,
238519,113889,mea,1,,height,16.8,,
238520,113890,mea,1,,width,8.5,,
238521,113890,mea,1,,height,8.5,,
238522,113891,mea,1,,width,9.8,,
238523,113891,mea,1,,height,9.6,,
238524,113892,mea,1,,width,15.2,,
238525,113892,mea,1,,height,13.7,,
238526,113893,mea,1,,width,12,,
238527,113893,mea,1,,height,13.1,,
238528,113894,mea,1,,width,8.9,,
238529,113894,mea,1,,height,9.2,,
238530,113895,mea,1,,width,10.7,,
238531,113895,mea,1,,height,10.3,,
238532,113896,mea,1,,width,11.2,,
238533,113896,mea,1,,height,10.5,,
238534,113897,mea,1,,width,3.9,,
238535,113897,mea,1,,height,3.9,,
238536,113898,mea,1,,width,17.6,,
238537,113898,mea,1,,height,12.8,,
238538,113899,mea,1,,width,5.7,,
238539,113899,mea,1,,height,4.1,,
238540,113900,mea,1,,width,23.5,,
238541,113900,mea,1,,height,21.8,,
238542,113901,mea,1,,width,62,,
238543,113901,mea,1,,height,59,,
238544,113902,mea,1,,width,52,,
238545,113902,mea,1,,height,46,,
238546,113903,mea,1,,width,28.4,,
238547,113903,mea,1,,height,25,,
238548,113904,mea,1,,width,16.2,,
238549,113904,mea,1,,height,18.7,,
238550,113905,mea,1,,width,14.8,,
238551,113905,mea,1,,height,10.9,,
238552,113906,mea,1,,width,9.5,,
238553,113906,mea,1,,height,9,,
238554,113907,mea,1,,width,11.6,,
238555,113907,mea,1,,height,12.2,,
238556,113908,mea,1,,width,15.9,,
238557,113908,mea,1,,height,15.7,,
238558,113909,mea,1,,width,11.6,,
238559,113909,mea,1,,height,12,,
238560,113910,mea,1,,width,11.6,,
238561,113910,mea,1,,height,11.4,,
238562,113911,mea,1,,width,12.2,,
238563,113911,mea,1,,height,11.5,,
238564,113912,mea,1,,width,12.7,,
238565,113912,mea,1,,height,12.9,,
238566,113913,mea,1,,width,9.1,,
238567,113913,mea,1,,height,8.3,,
238568,113914,mea,1,,width,7.8,,
238569,113914,mea,1,,height,8,,
238570,113915,mea,1,,width,8.8,,
238571,113915,mea,1,,height,8.5,,
238572,113916,mea,1,,width,10.6,,
238573,113916,mea,1,,height,9.6,,
238574,113917,mea,1,,width,9.1,,
238575,113917,mea,1,,height,9.1,,
238576,113918,mea,1,,width,9.1,,
238577,113918,mea,1,,height,9.3,,
238578,113919,mea,1,,width,9.1,,
238579,113919,mea,1,,height,10.1,,
238580,113920,mea,1,,width,7,,
238581,113920,mea,1,,height,10.6,,
238582,113921,mea,1,,width,17,,
238583,113921,mea,1,,height,16,,
238584,113922,mea,1,,width,7.2,,
238585,113922,mea,1,,height,8,,
238586,113923,mea,1,,width,6.1,,
238587,113923,mea,1,,height,7.2,,
238588,113924,mea,1,,width,5.1,,
238589,113924,mea,1,,height,6.5,,
238590,113925,mea,1,,width,8.8,,
238591,113925,mea,1,,height,8.3,,
238592,113926,mea,1,,width,4.3,,
238593,113926,mea,1,,height,4.5,,
238594,113927,mea,1,,width,11.4,,
238595,113927,mea,1,,height,11.4,,
238596,113928,mea,1,,width,8,,
238597,113928,mea,1,,height,8,,
238598,113929,mea,1,,width,9.3,,
238599,113929,mea,1,,height,10.6,,
238600,113930,mea,1,,width,5.4,,
238601,113930,mea,1,,height,7.2,,
238602,113931,mea,1,,width,8.3,,
238603,113931,mea,1,,height,9.3,,
238604,113932,mea,1,,width,6.4,,
238605,113932,mea,1,,height,8,,
238606,113933,mea,1,,width,7,,
238607,113933,mea,1,,height,8.8,,
238608,113934,mea,1,,width,6.5,,
238609,113934,mea,1,,height,7.5,,
238610,113935,mea,1,,width,5.9,,
238611,113935,mea,1,,height,7.9,,
238612,113936,mea,1,,width,3.6,,
238613,113936,mea,1,,height,4.9,,
238614,113937,mea,1,,width,3.7,,
238615,113937,mea,1,,height,5.3,,
238911,114104,mea,1,,width,9.2,,
238912,114104,mea,1,,height,9.5,,
238913,114105,mea,1,,width,7.4,,
238914,114105,mea,1,,height,8,,
238915,114106,mea,1,,width,13.6,,
238916,114106,mea,1,,height,11.7,,
238917,114107,mea,1,,width,10.5,,
238918,114107,mea,1,,height,11.1,,
238919,114108,mea,1,,width,10.8,,
