measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
238920,114108,mea,1,,height,12.9,,
238921,114109,mea,1,,width,8.3,,
238922,114109,mea,1,,height,8.9,,
238923,114110,mea,1,,width,8.3,,
238924,114110,mea,1,,height,8.6,,
238925,114111,mea,1,,width,6.8,,
238926,114111,mea,1,,height,9.5,,
238927,114112,mea,1,,width,5.2,,
238928,114112,mea,1,,height,8,,
238929,114113,mea,1,,width,5.9,,
238930,114113,mea,1,,height,8.3,,
238931,114114,mea,1,,width,7.4,,
238932,114114,mea,1,,height,10.8,,
238933,114115,mea,1,,width,13.9,,
238934,114115,mea,1,,height,16.6,,
238935,114116,mea,1,,width,9.6,,
238936,114116,mea,1,,height,11.6,,
238937,114117,mea,1,,width,9.6,,
238938,114117,mea,1,,height,15,,
238939,114118,mea,1,,width,11.4,,
238940,114118,mea,1,,height,17,,
238941,114119,mea,1,,width,10.9,,
238942,114119,mea,1,,height,16.3,,
238943,114120,mea,1,,width,10.5,,
238944,114120,mea,1,,height,16.8,,
238945,114121,mea,1,,width,9.1,,
238946,114121,mea,1,,height,14.5,,
238947,114122,mea,1,,width,8.8,,
238948,114122,mea,1,,height,11.6,,
238949,114123,mea,1,,width,8.5,,
238950,114123,mea,1,,height,12.9,,
238951,114124,mea,1,,width,18.6,,
238952,114124,mea,1,,height,21,,
238953,114125,mea,1,,width,24.1,,
238954,114125,mea,1,,height,28,,
238955,114126,mea,1,,width,6,,
238956,114126,mea,1,,height,9.3,,
238957,114127,mea,1,,width,8.3,,
238958,114127,mea,1,,height,10.9,,
238959,114128,mea,1,,width,7.2,,
238960,114128,mea,1,,height,9,,
238961,114129,mea,1,,width,6.2,,
238962,114129,mea,1,,height,7.4,,
238963,114130,mea,1,,width,4.4,,
238964,114130,mea,1,,height,5.3,,
238965,114131,mea,1,,width,6.1,,
238966,114131,mea,1,,height,6.7,,
238967,114132,mea,1,,width,11.1,,
238968,114132,mea,1,,height,12,,
238969,114133,mea,1,,width,16.9,,
238970,114133,mea,1,,height,17.6,,
238971,114134,mea,1,,width,7.9,,
238972,114134,mea,1,,height,11.3,,
238973,114135,mea,1,,width,14.1,,
238974,114135,mea,1,,height,14.8,,
238975,114136,mea,1,,width,11.3,,
238976,114136,mea,1,,height,8.8,,
238977,114137,mea,1,,width,7.9,,
238978,114137,mea,1,,height,12.5,,
238979,114138,mea,1,,width,69.3,,
238980,114138,mea,1,,height,54,,
238981,114139,mea,1,,width,25.6,,
238982,114139,mea,1,,height,16.2,,
238983,114140,mea,1,,width,10.4,,
238984,114140,mea,1,,height,6.5,,
238985,114141,mea,1,,width,9.7,,
238986,114141,mea,1,,height,10.2,,
238987,114142,mea,1,greatest,length,1.83,,
238988,114143,mea,1,,width,1.63,,
238989,114143,mea,1,greatest,length,2.66,,
239066,114182,mea,1,,diameter,14.19,,
239067,114183,mea,1,,width,21.37,,
239068,114183,mea,1,,diameter,112,,
239209,114254,mea,1,,width,19.24,,
239210,114254,mea,1,,diameter,76.41,,
239211,114255,mea,1,,width,14.25,,
239212,114255,mea,1,,diameter,73.44,,
239213,114256,mea,1,,width,14.49,,
239214,114256,mea,1,,diameter,65.1,,
239285,114292,mea,1,,width,4.91,,
239286,114292,mea,1,,diameter,20.14,,
239287,114293,mea,1,,width,4.67,,
239288,114293,mea,1,,diameter,18.42,,
239289,114294,mea,1,,width,5.16,,
239290,114294,mea,1,,diameter,21.37,,
239363,114331,mea,1,,width,21.86,,
239364,114331,mea,1,,diameter,113.36,,
239365,114332,mea,1,,width,4.67,,
239366,114332,mea,1,,diameter,22.73,,
239367,114333,mea,1,,width,6.14,,
239368,114333,mea,1,,diameter,34.27,,
239369,114334,mea,1,,width,8.35,,
239370,114334,mea,1,,diameter,28.49,,
239371,114335,mea,1,,width,17.94,,
239372,114335,mea,1,,diameter,103.41,,
239373,114336,mea,1,,width,19.16,,
239374,114336,mea,1,,diameter,85.26,,
239375,114337,mea,1,,width,19.06,,
239376,114337,mea,1,,diameter,44.3,,
239377,114338,mea,1,,width,17.88,,
239378,114338,mea,1,,diameter,54.68,,
239389,114344,mea,1,,width,20.14,,
239390,114344,mea,1,,diameter,58.03,,
239391,114345,mea,1,,width,12.53,,
239392,114345,mea,1,,diameter,32.67,,
239393,114346,mea,1,,width,23.83,,
239394,114346,mea,1,,diameter,96.51,,
239395,114347,mea,1,,width,11.3,,
239396,114347,mea,1,,diameter,68.12,,
239399,114349,mea,1,,width,9.58,,
239400,114349,mea,1,,diameter,37.09,,
239401,114350,mea,1,,width,8.6,,
239402,114350,mea,1,,diameter,34.88,,
239403,114351,mea,1,,width,17.93,,
239404,114351,mea,1,,diameter,90.74,,
239729,114540,mea,1,greatest,length,30,,
239730,114541,mea,1,greatest,length,40,,
239731,114542,mea,1,,width,3.5,,
239732,114542,mea,1,,height,11.2,,
239733,114543,mea,1,,width,6.7,,
239734,114543,mea,1,,height,18.7,,
239735,114544,mea,1,,width,4.8,,
239736,114544,mea,1,,height,12.2,,
239737,114545,mea,1,,width,5.7,,
239738,114545,mea,1,,height,18.1,,
239739,114546,mea,1,,width,5.2,,
239740,114546,mea,1,,height,14.2,,
239741,114547,mea,1,,width,5.9,,
239742,114547,mea,1,,height,15.5,,
239743,114548,mea,1,,width,4.6,,
239744,114548,mea,1,,height,13.9,,
239745,114549,mea,1,,width,7.4,,
239746,114549,mea,1,,height,20,,
239747,114550,mea,1,,width,3.1,,
239748,114550,mea,1,,height,10.2,,
239749,114551,mea,1,,width,10.4,,
239750,114551,mea,1,,height,26,,
239751,114552,mea,1,,width,3.7,,
239752,114552,mea,1,,height,8.6,,
239753,114553,mea,1,,width,6.5,,
239754,114553,mea,1,,height,14,,
239755,114554,mea,1,,width,6.3,,
239756,114554,mea,1,,height,12.4,,
239757,114555,mea,1,,width,4,,
239758,114555,mea,1,,height,8.4,,
239759,114556,mea,1,,width,7.5,,
239760,114556,mea,1,,height,20.2,,
239761,114557,mea,1,,width,7.6,,
239762,114557,mea,1,,height,19,,
239763,114558,mea,1,,width,8,,
239764,114558,mea,1,,height,20,,
239765,114559,mea,1,,width,5.7,,
239766,114559,mea,1,,height,13.3,,
239767,114560,mea,1,,width,4.8,,
239768,114560,mea,1,,height,12.9,,
239769,114561,mea,1,,width,5.7,,
239770,114561,mea,1,,height,16.1,,
239771,114562,mea,1,,width,6.7,,
239772,114562,mea,1,,height,19,,
239773,114563,mea,1,,width,10,,
239774,114563,mea,1,,height,26,,
239775,114564,mea,1,,width,8.3,,
239776,114564,mea,1,,height,16.5,,
239777,114565,mea,1,,width,8.9,,
239778,114565,mea,1,,height,15,,
239779,114566,mea,1,,width,6.1,,
239780,114566,mea,1,,height,13.8,,
239781,114567,mea,1,,width,2.6,,
239782,114567,mea,1,,height,6.6,,
239783,114568,mea,1,,width,8.1,,
239784,114568,mea,1,,height,18.6,,
239785,114569,mea,1,,width,8.3,,
239786,114569,mea,1,,height,16,,
239787,114570,mea,1,,width,7.6,,
239788,114570,mea,1,,height,17,,
239789,114571,mea,1,,width,12.4,,
239790,114571,mea,1,,height,25,,
239791,114572,mea,1,,width,11.1,,
239792,114572,mea,1,,height,20,,
239793,114573,mea,1,,width,6.5,,
239794,114573,mea,1,,height,12.5,,
239795,114574,mea,1,,width,6.7,,
239796,114574,mea,1,,height,14,,
239797,114575,mea,1,,width,6.3,,
239798,114575,mea,1,,height,11.5,,
239799,114576,mea,1,,width,5.2,,
239800,114576,mea,1,,height,9.1,,
239801,114577,mea,1,,width,5,,
239802,114577,mea,1,,height,9.4,,
239803,114578,mea,1,,width,4.2,,
239804,114578,mea,1,,height,8,,
239852,114604,mea,1,,width,102,,
239853,114604,mea,1,,height,300,,
239857,114607,mea,1,,width,80,,
239858,114607,mea,1,,height,220,,
239859,114608,mea,1,,width,11.8,,
239860,114608,mea,1,,height,21.5,,
239861,114609,mea,1,,width,9.7,,
239862,114609,mea,1,,height,20.6,,
239863,114610,mea,1,,width,9.2,,
239864,114610,mea,1,,height,17,,
239865,114611,mea,1,,width,8.3,,
239866,114611,mea,1,,height,16.6,,
239867,114612,mea,1,,width,13.2,,
239868,114612,mea,1,,height,25,,
239869,114613,mea,1,,width,7.9,,
239870,114613,mea,1,,height,11.1,,
239871,114614,mea,1,,width,9.9,,
239872,114614,mea,1,,height,13.2,,
239873,114615,mea,1,,width,6.2,,
239874,114615,mea,1,,height,10.6,,
239875,114616,mea,1,,width,6.7,,
239876,114616,mea,1,,height,10.1,,
239877,114617,mea,1,,width,10.6,,
239878,114617,mea,1,,height,17.6,,
239879,114618,mea,1,,width,9.2,,
239880,114618,mea,1,,height,17.5,,
239881,114619,mea,1,,width,15.9,,
239882,114619,mea,1,,height,30,,
239883,114620,mea,1,,width,13.4,,
239884,114620,mea,1,,height,22.5,,
239885,114621,mea,1,,width,12.2,,
239886,114621,mea,1,,height,24,,
239887,114622,mea,1,,width,14.6,,
239888,114622,mea,1,,height,29.3,,
239889,114623,mea,1,,width,12.5,,
239890,114623,mea,1,,height,22,,
239891,114624,mea,1,,width,7.8,,
239892,114624,mea,1,,height,15.5,,
239893,114625,mea,1,,width,6.3,,
239894,114625,mea,1,,height,10.8,,
239895,114626,mea,1,,width,5.1,,
239896,114626,mea,1,,height,11.1,,
239897,114627,mea,1,,width,4.9,,
239898,114627,mea,1,,height,11.1,,
239899,114628,mea,1,,width,5.6,,
239900,114628,mea,1,,height,12,,
239901,114629,mea,1,,width,4.2,,
239902,114629,mea,1,,height,10.2,,
239903,114630,mea,1,,width,3.2,,
239904,114630,mea,1,,height,7.2,,
239905,114631,mea,1,,width,10.2,,
239906,114631,mea,1,,height,28.9,,
239907,114632,mea,1,,width,10.6,,
239908,114632,mea,1,,height,23,,
239909,114633,mea,1,,width,6.5,,
239910,114633,mea,1,,height,11.1,,
239911,114634,mea,1,,width,6,,
239912,114634,mea,1,,height,11.1,,
239913,114635,mea,1,,width,6.5,,
239914,114635,mea,1,,height,14.1,,
239915,114636,mea,1,,width,20.8,,
239916,114636,mea,1,,height,40,,
239917,114637,mea,1,,width,9.9,,
239918,114637,mea,1,,height,21,,
239919,114638,mea,1,,width,9.2,,
239920,114638,mea,1,,height,17.1,,
239921,114639,mea,1,,width,5.5,,
239922,114639,mea,1,,height,11.1,,
239923,114640,mea,1,,width,2.2,,
239924,114640,mea,1,,height,4.7,,
239925,114641,mea,1,,width,5.1,,
239926,114641,mea,1,,height,9.2,,
239927,114642,mea,1,,width,9.2,,
239928,114642,mea,1,,height,14.3,,
239929,114643,mea,1,,width,5.7,,
239930,114643,mea,1,,height,8.8,,
239931,114644,mea,1,,width,9,,
239932,114644,mea,1,,height,21.5,,
239933,114645,mea,1,,width,9,,
239934,114645,mea,1,,height,19,,
239935,114646,mea,1,,width,7.9,,
239936,114646,mea,1,,height,17.5,,
239937,114647,mea,1,,width,5.8,,
239938,114647,mea,1,,height,11.6,,
239939,114648,mea,1,,width,4.6,,
239940,114648,mea,1,,height,12,,
239941,114649,mea,1,,width,6.9,,
239942,114649,mea,1,,height,16.5,,
239943,114650,mea,1,,width,5.8,,
239944,114650,mea,1,,height,15.7,,
239945,114651,mea,1,,width,2.8,,
239946,114651,mea,1,,height,8.3,,
239947,114652,mea,1,,width,3.7,,
239948,114652,mea,1,,height,11.8,,
239949,114653,mea,1,,width,5.5,,
239950,114653,mea,1,,height,14.5,,
239951,114654,mea,1,,width,2.5,,
239952,114654,mea,1,,height,8.5,,
239953,114655,mea,1,,width,3.5,,
239954,114655,mea,1,,height,10.9,,
239955,114656,mea,1,,width,4.2,,
239956,114656,mea,1,,height,13.9,,
239957,114657,mea,1,,width,3.9,,
239958,114657,mea,1,,height,11.3,,
239959,114658,mea,1,,width,3.9,,
239960,114658,mea,1,,height,12,,
239961,114659,mea,1,,width,2.3,,
239962,114659,mea,1,,height,5.5,,
239963,114660,mea,1,,width,9.7,,
239964,114660,mea,1,,height,18.5,,
239965,114661,mea,1,,width,6.9,,
239966,114661,mea,1,,height,15,,
239967,114662,mea,1,,width,8.8,,
239968,114662,mea,1,,height,17,,
239969,114663,mea,1,,width,9.9,,
239970,114663,mea,1,,height,22,,
239971,114664,mea,1,,width,6,,
239972,114664,mea,1,,height,18,,
239983,114671,mea,1,,width,7.4,,
239984,114671,mea,1,,height,22,,
239985,114672,mea,1,,width,6,,
239986,114672,mea,1,,height,18.5,,
239987,114673,mea,1,,width,6.7,,
239988,114673,mea,1,,height,23,,
239989,114674,mea,1,,width,7.4,,
239990,114674,mea,1,,height,27,,
240003,114681,mea,1,,width,5.3,,
240004,114681,mea,1,,height,14.5,,
240005,114682,mea,1,,width,6.2,,
240006,114682,mea,1,,height,16.5,,
240007,114683,mea,1,,width,5.7,,
240008,114683,mea,1,,height,15,,
240009,114684,mea,1,,width,6,,
240010,114684,mea,1,,height,16.2,,
240011,114685,mea,1,,width,6,,
240012,114685,mea,1,,height,15.7,,
240013,114686,mea,1,,width,6.5,,
240014,114686,mea,1,,height,17,,
240015,114687,mea,1,,width,6.9,,
240016,114687,mea,1,,height,16.5,,
240017,114688,mea,1,,width,9,,
240018,114688,mea,1,,height,21,,
240019,114689,mea,1,,width,7.9,,
240020,114689,mea,1,,height,20,,
240021,114690,mea,1,,width,7.2,,
240022,114690,mea,1,,height,18.5,,
240023,114691,mea,1,,width,5.8,,
240024,114691,mea,1,,height,15,,
240025,114692,mea,1,,width,4.6,,
240026,114692,mea,1,,height,12.7,,
240027,114693,mea,1,,width,3,,
240028,114693,mea,1,,height,12.9,,
240029,114694,mea,1,,width,6.2,,
240030,114694,mea,1,,height,18,,
240031,114695,mea,1,,width,5.1,,
240032,114695,mea,1,,height,16.2,,
240033,114696,mea,1,,width,7.2,,
240034,114696,mea,1,,height,25.6,,
240035,114697,mea,1,,width,13.6,,
240036,114697,mea,1,,height,65.7,,
240037,114698,mea,1,,width,5.6,,
240038,114698,mea,1,,height,16,,
240039,114699,mea,1,,width,9,,
240040,114699,mea,1,,height,30,,
240041,114700,mea,1,,width,8.8,,
240042,114700,mea,1,,height,33,,
240043,114701,mea,1,,width,10.9,,
240044,114701,mea,1,,height,44,,
240045,114702,mea,1,,width,9,,
240046,114702,mea,1,,height,30,,
240047,114703,mea,1,,width,10.2,,
240048,114703,mea,1,,height,13.2,,
240049,114704,mea,1,,width,4.6,,
240050,114704,mea,1,,height,9.7,,
240051,114705,mea,1,,width,9.2,,
240052,114705,mea,1,,height,15.2,,
240053,114706,mea,1,,width,9.5,,
240054,114706,mea,1,,height,14.1,,
240055,114707,mea,1,,width,12.2,,
240056,114707,mea,1,,height,17.1,,
240057,114708,mea,1,,width,3.6,,
240058,114708,mea,1,,height,7.6,,
240059,114709,mea,1,,width,11.1,,
240060,114709,mea,1,,height,25,,
240061,114710,mea,1,,width,4.1,,
240062,114710,mea,1,,height,7.1,,
240063,114711,mea,1,,width,7.9,,
240064,114711,mea,1,,height,13.2,,
240065,114712,mea,1,,width,6.2,,
240066,114712,mea,1,,height,16,,
240067,114713,mea,1,,width,4.9,,
240068,114713,mea,1,,height,9,,
240069,114714,mea,1,,width,4,,
240070,114714,mea,1,,height,8.5,,
240071,114715,mea,1,,width,5.8,,
240072,114715,mea,1,,height,13,,
240073,114716,mea,1,,width,5.1,,
240074,114716,mea,1,,height,10,,
240075,114717,mea,1,,width,4,,
240076,114717,mea,1,,height,6.5,,
240077,114718,mea,1,,width,3.2,,
240078,114718,mea,1,,height,5.9,,
240079,114719,mea,1,,width,1.9,,
240080,114719,mea,1,,height,3.6,,
240081,114720,mea,1,,width,8.8,,
240082,114720,mea,1,,height,20,,
240083,114721,mea,1,,width,17.2,,
240084,114721,mea,1,,height,38.3,,
240085,114722,mea,1,,width,19.3,,
240086,114722,mea,1,,height,43,,
240087,114723,mea,1,,width,2.3,,
240088,114723,mea,1,,height,2.7,,
240089,114724,mea,1,,width,5.8,,
240090,114724,mea,1,,height,9.5,,
240091,114725,mea,1,,width,6.2,,
240092,114725,mea,1,,height,9.9,,
240093,114726,mea,1,,width,2.7,,
240094,114726,mea,1,,height,5.8,,
240095,114727,mea,1,,width,8.6,,
240096,114727,mea,1,,height,19.2,,
240097,114728,mea,1,,width,3.6,,
240098,114728,mea,1,,height,10.6,,
240099,114729,mea,1,,width,3.4,,
240100,114729,mea,1,,height,9.3,,
240101,114730,mea,1,,width,3.6,,
240102,114730,mea,1,,height,7.9,,
240103,114731,mea,1,,width,3.6,,
240104,114731,mea,1,,height,6.8,,
240105,114732,mea,1,,width,3.5,,
240106,114732,mea,1,,height,6.9,,
240107,114733,mea,1,,width,5,,
240108,114733,mea,1,,height,17.9,,
240109,114734,mea,1,,width,4.6,,
240110,114734,mea,1,,height,12,,
240111,114735,mea,1,,width,6.5,,
240112,114735,mea,1,,height,15,,
240113,114736,mea,1,,width,2.4,,
240114,114736,mea,1,,height,5.7,,
240115,114737,mea,1,,width,2.7,,
240116,114737,mea,1,,height,5.7,,
240117,114738,mea,1,,width,3.7,,
240118,114738,mea,1,,height,7.6,,
240119,114739,mea,1,,width,6.7,,
240120,114739,mea,1,,height,12,,
240121,114740,mea,1,,width,5.1,,
240122,114740,mea,1,,height,10.1,,
240123,114741,mea,1,,width,9.7,,
240124,114741,mea,1,,height,15.5,,
240125,114742,mea,1,,width,10.3,,
240126,114742,mea,1,,height,17.3,,
240127,114743,mea,1,,width,8.3,,
240128,114743,mea,1,,height,10.4,,
240129,114744,mea,1,,width,8.1,,
240130,114744,mea,1,,height,15.2,,
240131,114745,mea,1,,width,5,,
240132,114745,mea,1,,height,13.2,,
240133,114746,mea,1,,width,3.5,,
240134,114746,mea,1,,height,12.2,,
240135,114747,mea,1,,width,7.2,,
240136,114747,mea,1,,height,19,,
240137,114748,mea,1,,width,4.6,,
240138,114748,mea,1,,height,9,,
240139,114749,mea,1,,width,4.4,,
240140,114749,mea,1,,height,9.8,,
240141,114750,mea,1,,width,24,,
240142,114750,mea,1,,height,40,,
240143,114751,mea,1,,width,6.7,,
240144,114751,mea,1,,height,14.6,,
240145,114752,mea,1,,width,8.8,,
240146,114752,mea,1,,height,18.5,,
240147,114753,mea,1,,width,9,,
240148,114753,mea,1,,height,22.4,,
240149,114754,mea,1,,width,3.4,,
240150,114754,mea,1,,height,7.6,,
240151,114755,mea,1,,width,5.5,,
240152,114755,mea,1,,height,12,,
240153,114756,mea,1,,width,3.9,,
240154,114756,mea,1,,height,8,,
240155,114757,mea,1,,width,5.3,,
240156,114757,mea,1,,height,10.5,,
240157,114758,mea,1,,width,5.1,,
240158,114758,mea,1,,height,11.6,,
240159,114759,mea,1,,width,4.6,,
240160,114759,mea,1,,height,11.8,,
240161,114760,mea,1,,width,5.1,,
240162,114760,mea,1,,height,11.5,,
240163,114761,mea,1,,width,7.4,,
240164,114761,mea,1,,height,15,,
240165,114762,mea,1,,width,6,,
240166,114762,mea,1,,height,13.5,,
240167,114763,mea,1,,width,4.6,,
240168,114763,mea,1,,height,10.2,,
240169,114764,mea,1,,width,5.5,,
240170,114764,mea,1,,height,12.8,,
240171,114765,mea,1,,width,4.9,,
240172,114765,mea,1,,height,11.6,,
240173,114766,mea,1,,width,4.9,,
240174,114766,mea,1,,height,9.9,,
240175,114767,mea,1,,width,8.1,,
240176,114767,mea,1,,height,22,,
240177,114768,mea,1,,width,3.2,,
240178,114768,mea,1,,height,7.2,,
240179,114769,mea,1,,width,4.2,,
240180,114769,mea,1,,height,9.5,,
240181,114770,mea,1,,width,6.2,,
240182,114770,mea,1,,height,11,,
240183,114771,mea,1,,width,6,,
240184,114771,mea,1,,height,11,,
240185,114772,mea,1,,width,10.4,,
240186,114772,mea,1,,height,20,,
240187,114773,mea,1,,width,2.2,,
240188,114773,mea,1,,height,5.3,,
240189,114774,mea,1,,width,3.7,,
240190,114774,mea,1,,height,9,,
240191,114775,mea,1,,width,6,,
240192,114775,mea,1,,height,18,,
240193,114776,mea,1,,width,8.1,,
240194,114776,mea,1,,height,21,,
240195,114777,mea,1,,width,5.8,,
240196,114777,mea,1,,height,11,,
240197,114778,mea,1,,width,5.1,,
240198,114778,mea,1,,height,11.5,,
240199,114779,mea,1,,width,4.6,,
240200,114779,mea,1,,height,9,,
240201,114780,mea,1,,width,6,,
240202,114780,mea,1,,height,14.8,,
240203,114781,mea,1,,width,6.2,,
240204,114781,mea,1,,height,16,,
240205,114782,mea,1,,width,1.3,,
240206,114782,mea,1,,height,4,,
240207,114783,mea,1,,width,5.5,,
240208,114783,mea,1,,height,20.1,,
240209,114784,mea,1,,width,4.9,,
240210,114784,mea,1,,height,11.1,,
240211,114785,mea,1,,width,7.4,,
240212,114785,mea,1,,height,18,,
240213,114786,mea,1,,width,8.1,,
240214,114786,mea,1,,height,27.5,,
240215,114787,mea,1,,width,8.3,,
240216,114787,mea,1,,height,25,,
240217,114788,mea,1,,width,7.9,,
240218,114788,mea,1,,height,20,,
240219,114789,mea,1,,width,3.9,,
240220,114789,mea,1,,height,9.5,,
240221,114790,mea,1,,width,9,,
240222,114790,mea,1,,height,17,,
240223,114791,mea,1,,width,5.6,,
240224,114791,mea,1,,height,16,,
240225,114792,mea,1,,width,5.1,,
240226,114792,mea,1,,height,15.5,,
240227,114793,mea,1,,width,4.6,,
240228,114793,mea,1,,height,15,,
240229,114794,mea,1,,width,8.3,,
240230,114794,mea,1,,height,12.5,,
240231,114795,mea,1,,width,13.4,,
240232,114795,mea,1,,height,21.2,,
240233,114796,mea,1,,width,17.6,,
240234,114796,mea,1,,height,25,,
240235,114797,mea,1,,width,21,,
240236,114797,mea,1,,height,30,,
240237,114798,mea,1,,width,4,,
240238,114798,mea,1,,height,7.9,,
240239,114799,mea,1,,width,13.2,,
240240,114799,mea,1,,height,20,,
240241,114800,mea,1,,width,7.2,,
240242,114800,mea,1,,height,16,,
240243,114801,mea,1,,width,7.4,,
240244,114801,mea,1,,height,15.5,,
240245,114802,mea,1,,width,5.5,,
240246,114802,mea,1,,height,10.2,,
240247,114803,mea,1,,width,9.5,,
240248,114803,mea,1,,height,14.1,,
240249,114804,mea,1,,width,6.5,,
240250,114804,mea,1,,height,9,,
240251,114805,mea,1,,width,5.3,,
240252,114805,mea,1,,height,8.5,,
240253,114806,mea,1,,width,4.9,,
240254,114806,mea,1,,height,8.3,,
240255,114807,mea,1,,width,14.3,,
240256,114807,mea,1,,height,24,,
240257,114808,mea,1,,width,6.2,,
240258,114808,mea,1,,height,9.5,,
240259,114809,mea,1,,width,15.9,,
240260,114809,mea,1,,height,34.4,,
240261,114810,mea,1,,width,5.1,,
240262,114810,mea,1,,height,9.7,,
240263,114811,mea,1,,width,4.5,,
240264,114811,mea,1,,height,8.3,,
240265,114812,mea,1,,width,4,,
240266,114812,mea,1,,height,7.5,,
240267,114813,mea,1,,width,4.2,,
240268,114813,mea,1,,height,7.4,,
240269,114814,mea,1,,width,2.9,,
240270,114814,mea,1,,height,4.9,,
240271,114815,mea,1,,width,3.1,,
240272,114815,mea,1,,height,6,,
240273,114816,mea,1,,width,3.9,,
240274,114816,mea,1,,height,8,,
